,title,description,release_year,runtime,genres,production_countries,imdb_score
167,Athlete A,follow indianapoli star report broke stori usa gymnast doctor larri nassar abus hear gymnast,2020,104,"['documentation', 'crime', 'sport']",['US'],7.6
168,Holiday on Mars, vacat go mar  made wife son giulio lose track year fabio christian de sica marri wealthi bea mar could happen excurs space someth goe wrong giulio sudden becom spright old man massimo boldi hilari unexpect event amus misunderstand fabio find deal seventyyearold son marriag danger jump ,2020,93,"['scifi', 'comedy']",['IT'],2.7
169,Go!,jack charismat larrikin discov one thing hes realli good — gokart race support mentor patrick old race car driver secret past best mate colin mandi jack must learn control reckless defeat best driver australia includ ruthless champion dean win nation titl,2020,102,"['family', 'sport']",['AU'],5.9
170,Double World,see neighbor countri becom power warlord organ competit reveal best warrior young man eager bring honour clan,2020,110,"['fantasy', 'action']","['CN', 'HK']",6.1
171,Rogue City,caught crosshair polic corrupt marseill war gang loyal cop must protect squad take matter hand,2020,116,"['crime', 'thriller', 'action', 'drama']",['FR'],
172,"Best Wishes, Warmest Regards: A Schitt's Creek Farewell",interview cast creator journalist celebr fan plus behindthescen footag season six,2020,44,['documentation'],['CA'],8.6
173,Tom Papa: You're Doing Great!,comedian tom papa take bodi imag issu social media pet staten island old day special home state new jersey,2020,60,['comedy'],['US'],7.2
174,How I Became a Super Hero,superhero assimil parisian societi new drug give super power mere mortal,2020,97,"['action', 'comedy', 'drama', 'fantasy', 'thriller']",['FR'],5.8
175,Unknown Origins,madrid  serial killer spread chao anonym peopl appar connect murder imit first appear famous superhero,2020,96,"['crime', 'drama', 'thriller', 'comedy', 'action']","['AR', 'ES']",6.1
176,Dragon Rider,young silver dragon team mountain spirit orphan boy journey himalaya search rim heaven,2020,91,"['animation', 'comedy', 'family', 'fantasy', 'action', 'european']","['ES', 'BE', 'DE']",5.6
177,Ala Vaikunthapurramuloo,fate play vital role connect life bantu son seek valid coldheart father life raj whose millionair father wish assert,2020,165,"['action', 'drama', 'comedy']",['IN'],7.3
178,Footfairy,plot set mumbai citi dream land opportun psycholog crime thriller showcas intrigu chase serial killer distinct fetish cbi offic name gulshan serial killer point view film explor fugit darkest desir momentari pleasur,2020,115,"['crime', 'thriller']",['IN'],4.9
179,Marc Maron: End Times Fun,marc maron wade swamp vitamin hustler evangel grown male nerd children culmin gleefulli filthi endtim fantasi,2020,71,"['comedy', 'documentation']",['US'],6.8
180,Stand by Me Doraemon 2,belov shizuka final marri nobita childhood dream suppos come true wed day reason nobita doesnt show one popular episod origin stori transcend time space lead nobita futur doraemon nobita great adventur begin order fulfil grandmoth wish see bride first sight stori tear bond set past present futur,2020,96,"['scifi', 'animation', 'comedy', 'drama', 'family', 'fantasy']",['JP'],7.5
181,BLACKPINK: Light Up the Sky,recordshatt korean girl band blackpink tell stori —  detail hard fought journey dream trial behind meteor rise,2020,79,"['documentation', 'music']",['US'],7.3
182,Ammar,event film revolv around unfortun famili arriv algharib palac joy coupl three son new home soon dissip hous gradual begin absorb one one terrifi world full old crime occur wall illfat wall behind crime,2020,90,['horror'],[],2.6
183,If Anything Happens I Love You,griev parent journey emot void mourn loss child aftermath tragic school shoot,2020,12,"['drama', 'animation']",['US'],
184,Feel the Beat,fail make broadway april return hometown reluct begin train misfit group young dancer competit,2020,107,"['comedy', 'drama', 'family']","['US', 'CA']",6.3
185,Rich in Love,work incognito rich dad compani test merit teto fall paula tell grew poor lie spin control,2020,104,"['comedy', 'romance', 'music']",['BR'],6.0
186,Coven,french basqu countri year  men small fish villag gone sea judg rostegui charg king rid countri devil wile arrest ana friend accus witchcraft,2020,92,"['drama', 'history', 'thriller', 'horror', 'action']","['ES', 'FR', 'AR']",6.4
187,Out of My League,marta may orphan may affect lethal ill yet posit person one meet want boy fall boy  handsom one day may found match,2020,90,"['romance', 'comedy', 'drama', 'european']",['IT'],6.1
188,Best of Stand-up 2020,unnecessari milk substitut bad password burlap underp  may suck thank joke didnt,2020,76,['comedy'],['US'],5.4
189,The Paramedic,unabl face new realiti wheelchair ángel develop dead obsess woman left unleash sinist reveng plot,2020,94,"['thriller', 'action', 'crime', 'drama']",['ES'],5.7
190,A Life of Speed: The Juan Manuel Fangio Story,juan manuel fangio formula one king win five world championship earli  — protect gear safeti featur use,2020,92,"['documentation', 'sport']",['AR'],6.9
191,Kevin Hart: Zero F**ks Given,kevin hart serv laugh brick oven pizza comfort home dish male group chat sex  life ,2020,69,['comedy'],['US'],6.0
192,What We Wanted,alic nikla young coupl whos biggest wish child sever fail attempt decid go holiday sardinia clear mind meet famili austria seem everyth ever wish appear deceiv,2020,94,['drama'],['AT'],5.9
193,Serious Men,torment underprivileg societ status father capit son newfound fame boygenius littl realiz secret harbor destroy thing love,2020,115,"['drama', 'comedy']",['IN'],6.8
194,Sky High,commentari spanish societi dress thriller misadventur gang young petti crimin real estat crash,2020,121,"['action', 'crime', 'thriller', 'drama', 'european']",['ES'],5.6
195,Michael McIntyre: Showman,charm comic michael mcintyr talk famili technolog shark accent time confus world leader standup special,2020,62,['comedy'],[],7.1
196,"The Witcher Bestiary Season 1, Part 2",basilisk dragon beast haunt contin explor mytholog mysteri monster geralt hunt earn coin toss way,2020,10,['documentation'],['US'],
197,Legacy of Lies, agent thrown back world espionag high stake uncov shock truth oper conduct unknown secret servic,2020,101,"['thriller', 'action']","['NL', 'PL', 'UA', 'GB', 'US']",5.0
198,Definition Please,stori monica chowdri nation spell bee champ…from  year ago life hasn't quit pan expect monica sinc big win estrang older brother return home help care sick mother sibl must find way reconcil,2020,91,"['drama', 'comedy']",[],5.5
199,Love Aaj Kal,profession ambit clash person feel modernday coupl love stori bygon era may offer wisdom,2020,141,"['romance', 'comedy', 'drama']",['IN'],6.8
200,All Day and a Night,young man commit homicid deal repercuss action,2020,121,['drama'],['US'],5.9
201,Wish Upon a Unicorn,two children discov mother gone youngest pair adventur upcom singer long johnson forc older sister lili johnson hunt unicorn magic blood,2020,93,"['fantasy', 'family']",['US'],5.3
202,Pete Davidson: Alive from New York,comedian snl star pete davidson drop candid intim standup special shot live new york citi,2020,49,['comedy'],['US'],6.1
203,The Present,wed anniversari yusef young daughter set west bank buy wife gift soldier segreg road checkpoint easi would go shop,2020,24,['drama'],"['QA', 'PS']",
204,Jack Whitehall: I'm Only Joking,jack whitehal hit stage hilari tale happi coupl life hotel human stupid welltravel father,2020,58,['comedy'],['GB'],6.6
205,Bulletproof 2,special agent jack carter reluct assum ident crimin archi mose take power south african crime famili real mose put danger carter must work togeth foil scheme good,2020,97,"['action', 'comedy', 'drama']",['US'],3.5
206,Shawn Mendes: In Wonder,portrait singersongwrit shawn mend life chronicl past year rise journey,2020,83,"['documentation', 'music']",['US'],6.4
207,Raat Akeli Hai,newli marri landlord murder misfit cop investig complic victim secret famili conflict heart,2020,149,"['crime', 'thriller', 'drama']",['IN'],7.3
208,Lady Driver,rebelli teen embark solo summer journey connect root find new world gear ride life discov drive along,2020,104,"['drama', 'sport']",['US'],5.7
209,Under the Riccione Sun,vacat crowd beach riccion group teenag becom fast friend grappl relationship issu romanc,2020,101,"['romance', 'comedy', 'drama']",['IT'],5.5
210,Funny Boy,student must navig issu sexual ident famili amid sri lanka social turmoil  ,2020,109,['drama'],"['CA', 'LK']",6.4
211,Airplane Mode,follow young ana studi fashion design dream becom great stylist drop everyth becom digit influenc famous brand,2020,96,"['comedy', 'drama', 'romance']",['BR'],5.1
212,LA Originals,photograph estevan oriol artist mister cartoon turn chicano root gritti art impact street cultur hip hop beyond,2020,92,['documentation'],"['US', 'AR']",7.2
213,Romance Doll,predestin love marriag sonoko tetsuo tie knot becam husband wife question ask well well perhap hold secret even bind matrimoni cannot unti sonoko know tetsuo make sex doll dutch wive sonoko secret tell tetsuo hide marriag alreadi sexless make,2020,123,"['romance', 'drama']",['JP'],
214,A California Christmas,carefre lifestyl line wealthi charmer pose ranch hand get hardwork farmer sell famili land christma,2020,106,"['romance', 'comedy', 'drama']",['US'],5.8
215,Secrets of the Saqqara Tomb,documentari follow team local archaeologist excav never explor passageway shaft tomb piec togeth secret egypt signific find almost  year saqqara,2020,113,"['documentation', 'history']","['EG', 'US']",7.2
216,MOTHER,shuhei lead tough life alcohol mother akiko hook bad guy order shuhei go get money disapprov grandpar instead go school except rais littl halfsist rockbottom life seem end,2020,127,['drama'],['JP'],
217,The Bridge Curse,four year five student mysteri commit suicid take part courag test ghost bridg donghu univers report cinematograph back place tri get everyth clear,2020,87,"['horror', 'thriller']",['TW'],
218,Ghost Stories,antholog four short horror tale,2020,144,['horror'],['IN'],
219,Black Beach,carlo ruthless spanish negoti expert work brussel task handl kidnap senior oil compani execut troubl west african countri —with old deep ties— torn ethnic tension govern abus,2020,115,"['drama', 'fantasy', 'action', 'thriller']","['US', 'BE', 'ES']",5.6
220,Hospital,abandon hospit tainan group peopl came tri communic soul love one haunt omin supernatur phenomena,2020,89,"['horror', 'thriller']",['TW'],3.1
221,Offering to the Storm,inspector amaia salazar confront origin nightmar unfold darkest secret baztan valley,2020,139,"['crime', 'thriller', 'european']","['DE', 'ES']",6.2
222,The Binding,visit fiancé mother southern itali woman must fight mysteri malevol curs intent claim daughter,2020,93,"['horror', 'thriller', 'drama']",['IT'],4.8
223,Notes for My Son,battl termin cancer woman write one kind notebook life death love son rememb base true stori,2020,83,['drama'],['AR'],6.4
224,Rising Phoenix,histori current stand paralymp game grown becom world third largest sport event,2020,105,"['documentation', 'sport']",['GB'],8.1
225,Welcome to Sudden Death,jess freeman former special forc offic explos expert work regular job secur guard stateoftheart basketbal arena troubl erupt techsavvi cadr terrorist kidnap team owner jess daughter open night face tick clock imposs odd jess save also full hous fan high charg action thriller,2020,80,['action'],"['CA', 'FR', 'JP', 'GB', 'US']",4.3
226,Operation Christmas Drop,gather evid support close tropic us air forc base congression aid warm generous captain,2020,95,"['romance', 'family', 'comedy']",['US'],5.8
227,Eeb Allay Ooo!,hire monkey repel upon move delhi young man struggl find foot unenvi job place unforgiv world,2020,97,"['drama', 'comedy']",['IN'],7.2
228,DNA,dna revolv around woman close tie belov algerian grandfath protect toxic home life child die trigger deep ident crisi tension extend famili member escal reveal new depth resent bitter,2020,90,"['drama', 'history']",['FR'],5.9
